outcome_code,outcome,nsnps,PPH0,PPH1,PPH2,PPH3,PPH4,verdict
NAFLD,非酒精性脂肪肝,4025,0,0.76604130816256,0,0.152854882832543,0.0811038090046816,"❌ 仅暴露端有信号,结局端在该区域无关联"
CIRRHOSIS_BROAD,肝硬化,4025,0,0.817333508375272,0,0.157552209228039,0.0251142823965899,"❌ 仅暴露端有信号,结局端在该区域无关联"
C3_HEPATOCELLU_CARC_EXALLC,肝细胞癌,4024,0,0.757362990411979,0,0.222829457163854,0.0198075524241566,"❌ 仅暴露端有信号,结局端在该区域无关联"
